Utilization Type	State	Labeler Code	Product Code	Package Size	Year	Quarter	NDC	Product Name	Units 	Prescriptions	Total Amount
FFSU	NY	47781	533	26	2018	1	47781053326	FLUOCINONI			
FFSU	NY	17478	288	11	2018	1	17478028811	TIMOLOL MA			
MCOU	NY	93	9364	10	2018	1	93936410	GLYBURIDE	"19,117"	264	"2,628.99"
MCOU	NY	13925	159	3	2018	1	13925015903	LIDOCAINE	"6,970"	78	"7,152.18"
MCOU	NY	264	1800	32	2018	1	264180032	0.9% SODIU	"253,700"	482	"1,840,119.94"
FFSU	NY	603	3162	21	2018	1	603316221	FOLIC ACID	"34,835"	942	"5,728.13"
MCOU	NY	53746	109	1	2018	1	53746010901	HYDROCODON	"279,167"	"8,456"	"45,431.48"
MCOU	NY	50242	121	1	2018	1	50242012101	ESBRIET 26	"11,241"	44	"368,188.93"
MCOU	NY	43547	349	11	2018	1	43547034911	PAROXETINE	"1,035"	27	123.9
MCOU	NY	63323	401	24	2018	1	63323040124	AZTREONAM			
MCOU	NY	49401	102	1	2018	1	49401010201	BENLYSTA L	305.025	166	"973,241.20"
MCOU	NY	59762	5009	1	2018	1	59762500901	CLINDAMYCI	"39,781"	984	"60,543.84"
MCOU	NY	113	608	26	2018	1	113060826	CHILDREN'S	"9,144"	68	162.48
FFSU	NY	51660	526	1	2018	1	51660052601	LORATADINE	"20,796"	662	"3,783.07"
MCOU	NY	113	2013	39	2018	1	113201339	LORATADINE			
MCOU	NY	2	7715	1	2018	1	2771501	BASAGLAR	"10,143"	"1,027"	"216,454.44"
MCOU	NY	16252	618	30	2018	1	16252061830	ROSUVASTAT	"10,615"	357	"13,367.20"
MCOU	NY	168	56	46	2018	1	168005646	BETAMETH D	"74,537"	"1,509"	"99,937.68"
MCOU	NY	49348	24	8	2018	1	49348002408	NASAL DECO			
FFSU	NY	64980	511	10	2018	1	64980051110	CLINDAMYCI			
FFSU	NY	93	2748	65	2018	1	93274865	FAMOTIDINE	"3,268"	61	583.88
FFSU	NY	574	2225	45	2018	1	574222545	TRETINOIN	"1,215"	27	"3,369.65"
MCOU	NY	49702	228	13	2018	1	49702022813	TIVICAY TA	"395,840"	"12,619"	"21,578,645.31"
MCOU	NY	31722	534	5	2018	1	31722053405	METHOCARBA	"56,911"	850	"4,751.73"
FFSU	NY	51672	1290	3	2018	1	51672129003	HYDROCORTI	"5,040"	81	"11,494.05"
MCOU	NY	62332	83	90	2018	1	62332008390	VALSARTAN	"5,204"	174	"3,209.54"
MCOU	NY	57664	645	8	2018	1	57664064508	DEXTROAMP-	"3,214"	74	"2,038.87"
FFSU	NY	264	3185	11	2018	1	264318511	MEROPENEM	416	37	"9,240.47"
FFSU	NY	781	2053	1	2018	1	781205301	TERAZOSIN	901	27	189.88
FFSU	NY	44206	455	10	2018	1	44206045510	HIZENTRA 1	76	20	"52,035.69"
MCOU	NY	10147	911	1	2018	1	10147091101	HALOPERIDO			
FFSU	NY	68682	302	10	2018	1	68682030210	PYRIDOSTIG	"3,750"	28	"2,147.77"
MCOU	NY	62332	92	30	2018	1	62332009230	DONEPEZIL	390	13	49.62
MCOU	NY	378	9125	98	2018	1	378912598	FENTANYL T	281	23	"14,265.65"
MCOU	NY	93	5116	1	2018	1	93511601	PENTOXIFYL	"1,002"	16	153.5
MCOU	NY	55111	121	5	2018	1	55111012105	ATORVASTAT	"105,956"	"3,527"	"30,235.17"
MCOU	NY	23	316	4	2018	1	23031604	FML S.O.P.	157.5	44	"6,356.77"
FFSU	NY	781	1884	25	2018	1	781188425	RANITIDINE	"3,422"	101	"1,015.11"
FFSU	NY	185	146	5	2018	1	185014605	NABUMETONE			
MCOU	NY	51862	471	6	2018	1	51862047106	LEENA  TAB			
MCOU	NY	603	150	21	2018	1	603015021	DOC-Q-LACE	"205,445"	"3,453"	"3,281.69"
MCOU	NY	78	647	81	2018	1	78064781	SANDOSTATI			
MCOU	NY	50111	328	1	2018	1	50111032801	HYDRALAZIN	"99,053"	"1,197"	"7,468.49"
FFSU	NY	51672	4161	8	2018	1	51672416108	LEVOCETIRI			
MCOU	NY	50242	137	1	2018	1	50242013701	ACTEMRA 40	880.4	37	"158,681.53"
FFSU	NY	378	1903	1	2018	1	378190301	MIDODRINE	888	12	705.85
FFSU	NY	47781	298	3	2018	1	47781029803	NITROGLYCE	690	23	538.21
FFSU	NY	43386	570	1	2018	1	43386057001	METHYLPHEN			
MCOU	NY	55111	678	10	2018	1	55111067810	FONDAPARIN			
FFSU	NY	59762	145	1	2018	1	59762014501	PIROXICAM			
MCOU	NY	378	427	1	2018	1	378042701	SULINDAC 1	"6,182"	117	840
MCOU	NY	485	204	4	2018	1	485020404	RYNEX DM			
MCOU	NY	409	2346	32	2018	1	409234632	DOBUTAMINE			
MCOU	NY	76045	101	20	2018	1	76045010120	METOCLOPRA	36	149	"12,090.59"
MCOU	NY	713	661	60	2018	1	713066160	DESONIDE C	"1,280"	23	"3,286.50"
MCOU	NY	50458	550	1	2018	1	50458055001	INVEGA 3 M			
MCOU	NY	13668	115	10	2018	1	13668011510	LOSARTAN P	"275,972"	"9,068"	"26,103.62"
FFSU	NY	31722	903	30	2018	1	31722090330	FLUOXETINE			
MCOU	NY	60505	112	1	2018	1	60505011201	GABAPENTIN	"5,126"	78	290.89
MCOU	NY	13107	31	5	2018	1	13107003105	MIRTAZAPIN	"66,441.50"	"2,265"	"11,600.15"
FFSU	NY	66215	303	0	2018	1	66215030300	VENTAVIS (			
FFSU	NY	378	3952	7	2018	1	378395207	ATORVASTAT			
FFSU	NY	68001	256	4	2018	1	68001025604	DULOXETINE	"1,230"	24	476.62
MCOU	NY	69452	128	20	2018	1	69452012820	GLIMEPIRID	"1,890"	52	132.15
FFSU	NY	378	1809	77	2018	1	378180977	LEVOTHYROX	"10,746"	270	"3,653.07"
MCOU	NY	6	3822	10	2018	1	6382210	CANCIDAS I			
FFSU	NY	61442	143	60	2018	1	61442014360	LOVASTATIN			
MCOU	NY	51079	811	20	2018	1	51079081120	GLIPIZIDE			
MCOU	NY	8	941	3	2018	1	8094103	PROTONIX P			
MCOU	NY	143	1450	1	2018	1	143145001	PHENOBARBI			
MCOU	NY	23	8842	5	2018	1	23884205	ALOCRIL			
FFSU	NY	135	474	2	2018	1	135047402	NICORETTE			
MCOU	NY	409	3506	11	2018	1	409350611	MEROPENEM			
MCOU	NY	409	2587	5	2018	1	409258705	MIDAZOLAM	3.9	39	"28,782.76"
FFSU	NY	68462	225	17	2018	1	68462022517	MOMETASONE	"1,290"	86	"1,047.60"
MCOU	NY	456	2202	28	2018	1	456220228	FETZIMA TI			
MCOU	NY	70436	51	6	2018	1	70436005106	CILOSTAZOL	"2,070"	35	341.42
FFSU	NY	63323	406	3	2018	1	63323040603	CAFFEINE C			
FFSU	NY	65162	218	11	2018	1	65162021811	METFORMIN			
MCOU	NY	168	140	15	2018	1	168014015	FLUOCINONI			
FFSU	NY	51248	150	1	2018	1	51248015001	VESICARE T	"10,976"	343	"125,194.86"
MCOU	NY	135	230	5	2018	1	135023005	NICORETTE			
MCOU	NY	591	1159	30	2018	1	591115930	ACYCLOVIR	"2,790"	89	"27,915.69"
FFSU	NY	54	4146	23	2018	1	54414623	CLOTRIMAZO			
MCOU	NY	16252	528	90	2018	1	16252052890	PRAVASTATI	"6,203"	203	"2,461.62"
MCOU	NY	65162	898	3	2018	1	65162089803	ARIPIPRAZO	"95,493"	"3,332"	"371,613.91"
MCOU	NY	603	3609	21	2018	1	603360921	HYDROCODON	"93,317"	"1,013"	"14,025.15"
MCOU	NY	24658	312	1	2018	1	24658031201	DOXYCYCLIN			
FFSU	NY	59762	3718	9	2018	1	59762371809	TRIAZOLAM			
FFSU	NY	68462	354	1	2018	1	68462035401	HYDROXYZIN	"8,485"	154	"1,403.55"
MCOU	NY	185	152	10	2018	1	185015210	LISIN/HCTZ	"18,974"	568	794.2
FFSU	NY	4	822	5	2018	1	4082205	TAMIFLU OR	"71,170"	692	"178,550.97"
FFSU	NY	527	1947	48	2018	1	527194748	LOPINAVIR	"6,555"	27	"15,351.12"
MCOU	NY	33342	94	72	2018	1	33342009472	RIZATRIPTA	"4,006"	376	"7,685.66"
FFSU	NY	121	1276	0	2018	1	121127600	GUAIFENESI			
MCOU	NY	54	19	20	2018	1	54001920	PREDNISONE	"3,228.80"	193	"26,413.12"
FFSU	NY	67457	584	6	2018	1	67457058406	FONDAPARIN			
MCOU	NY	65862	649	60	2018	1	65862064960	RIVASTIGMI			
FFSU	NY	25021	781	4	2018	1	25021078104	GRANISETRO			
FFSU	NY	603	7862	90	2018	1	603786290	TRIAMCINOL	"1,040"	13	172.76
FFSU	NY	50242	122	5	2018	1	50242012205	ESBRIET -			
MCOU	NY	68382	319	10	2018	1	68382031910	TRAMADOL T	"200,974"	"3,028"	"8,383.44"
MCOU	NY	45802	8	52	2018	1	45802000852	LORATADINE	"2,204"	82	705.23
MCOU	NY	57237	101	99	2018	1	57237010199	METOPROLOL	"76,900"	"1,331"	"1,913.51"
FFSU	NY	66215	302	0	2018	1	66215030200	VENTAVIS (			
MCOU	NY	76439	209	90	2018	1	76439020990	VIRT-VITE			
MCOU	NY	67	8136	20	2018	1	67813620	THERAFLU E			
FFSU	NY	904	6008	60	2018	1	904600860	LORAZEPAM			
MCOU	NY	65862	598	5	2018	1	65862059805	TAMSULOSIN	"242,016"	"7,286"	"74,898.09"
MCOU	NY	93	7102	12	2018	1	93710212	GRISEOFULV			
MCOU	NY	69452	154	20	2018	1	69452015420	TACROLIMUS	"9,018"	70	"10,871.64"
FFSU	NY	703	5140	1	2018	1	703514001	LEUCOVORIN	184.5	33	"1,175.70"
FFSU	NY	24338	126	13	2018	1	24338012613	ERY-TAB 50			
FFSU	NY	33342	176	9	2018	1	33342017609	PIOGLITAZO			
MCOU	NY	6	3514	58	2018	1	6351458	PRIMAXIN 2	408	18	"16,201.46"
MCOU	NY	13668	170	30	2018	1	13668017030	OLANZAPINE			
FFSU	NY	59762	104	1	2018	1	59762010401	SULFASALZI	"5,880"	34	"1,934.90"
MCOU	NY	16729	134	1	2018	1	16729013401	ALLOPURINO	"82,322"	"2,024"	"12,759.40"
FFSU	NY	52652	4001	1	2018	1	52652400101	EPANED (EN	"9,320"	61	"30,303.20"
FFSU	NY	6	277	2	2018	1	6027702	JANUVIA 10	450	13	"6,338.17"
MCOU	NY	781	5937	31	2018	1	781593731	CANDESARTA			
FFSU	NY	43386	358	10	2018	1	43386035810	HYDROCODON			
MCOU	NY	59762	1350	1	2018	1	59762135001	RIFABUTIN	"2,595"	62	"27,374.99"
MCOU	NY	10370	176	11	2018	1	10370017611	FLUVOXAMIN	"4,347"	101	"27,824.50"
FFSU	NY	65862	81	1	2018	1	65862008101	GLYBURIDE/	"3,840"	46	364.1
FFSU	NY	228	2620	11	2018	1	228262011	ISOSORBIDE	"1,888"	25	356.7
MCOU	NY	17478	97	2	2018	1	17478009702	CYCLOPENTO			
MCOU	NY	135	118	83	2018	1	135011883	TUMS ULTRA			
FFSU	NY	13107	155	5	2018	1	13107015505	PAROXETINE			
MCOU	NY	168	163	15	2018	1	168016315	CLOBETASOL	"1,860"	48	"3,662.69"
FFSU	NY	65862	844	1	2018	1	65862084401	CLOZAPINE	725	13	572.6
MCOU	NY	68382	116	5	2018	1	68382011605	RISPERIDON	"44,935"	"1,083"	"6,910.88"
MCOU	NY	52565	12	59	2018	1	52565001259	FLUOCINOLO	"25,880"	415	"34,820.31"
MCOU	NY	23155	102	10	2018	1	23155010210	METFORMIN	"2,754,134"	"46,893"	"74,497.67"
MCOU	NY	591	3219	1	2018	1	591321901	B/ASP/C 50	"19,229"	353	"15,294.92"
MCOU	NY	378	345	1	2018	1	378034501	DIAZEPAM 5	"4,764"	123	163.58
FFSU	NY	115	1671	1	2018	1	115167101	HYDROXYZIN	"2,937"	60	569.09
FFSU	NY	63323	44	1	2018	1	63323004401	CYANOCOBAL	"9,521"	"4,774"	"51,183.95"
FFSU	NY	63323	128	20	2018	1	63323012820	DACARBAZIN			
FFSU	NY	23155	70	1	2018	1	23155007001	METHIMAZOL	"11,089"	280	"2,314.43"
FFSU	NY	62332	50	91	2018	1	62332005091	LOSARTAN+H	660	14	165.24
MCOU	NY	409	6637	34	2018	1	409663734	SOD BICARB	"11,095.33"	82	"4,018.79"
MCOU	NY	85	1334	1	2018	1	85133401	CLARINEX S	"2,335"	15	"1,745.32"
MCOU	NY	713	631	15	2018	1	713063115	FLUTICASON	"1,800"	74	680.93
FFSU	NY	378	1914	5	2018	1	378191405	CLONAZEPAM	"1,150.50"	18	161.9
MCOU	NY	51862	64	5	2018	1	51862006405	DIAZEPAM 1	"21,481"	348	861.77
MCOU	NY	16729	377	17	2018	1	16729037717	LISINOPRIL	"11,045"	361	285.03
MCOU	NY	64125	130	1	2018	1	64125013001	HYDROCHLOR			
FFSU	NY	16252	573	1	2018	1	16252057301	RAMIPRIL C	"1,200"	27	213.65
MCOU	NY	187	5400	8	2018	1	187540008	JUBLIA TOP	"1,693"	213	"237,812.87"
MCOU	NY	2	3250	30	2018	1	2325030	STRATTERA	"1,125"	37	"15,563.96"
MCOU	NY	264	3125	11	2018	1	264312511	CEFOXITIN			
MCOU	NY	603	4978	21	2018	1	603497821	OXYCODONE/	"3,324"	93	"4,268.86"
MCOU	NY	68084	463	1	2018	1	68084046301	VITAMIN D	195	53	16.5
FFSU	NY	378	3025	1	2018	1	378302501	CLOMIPRAMI	"2,534"	43	"11,913.93"
MCOU	NY	51224	400	6	2018	1	51224040006	BENZOYL PE			
MCOU	NY	24208	276	15	2018	1	24208027615	MURO 2% SO	420	28	418.14
MCOU	NY	68382	181	1	2018	1	68382018101	BUSPIRONE	"36,136"	507	"2,653.80"
MCOU	NY	9	271	1	2018	1	9027101	DEPO-ESTRA	320	64	"8,531.87"
FFSU	NY	68084	617	1	2018	1	68084061701	ESCITALOPR			
MCOU	NY	16729	380	1	2018	1	16729038001	LISINOPRIL	"3,460"	110	247.58
FFSU	NY	8	1211	1	2018	1	8121101	PRISTIQ EX			
FFSU	NY	43068	104	2	2018	1	43068010402	FANAPT 4MG	"1,780"	32	"31,527.21"
MCOU	NY	62756	720	60	2018	1	62756072060	MY CHOICE			
MCOU	NY	68180	468	3	2018	1	68180046803	LOVASTATIN	"24,810"	780	"1,449.69"
FFSU	NY	23155	118	3	2018	1	23155011803	CALCITRIOL	"1,389"	32	556.52
FFSU	NY	23	5901	18	2018	1	23590118	ASACOL HD	"4,980"	37	"40,478.28"
MCOU	NY	66424	20	10	2018	1	66424002010	DIPHENHYDR	"18,496"	504	672.83
MCOU	NY	378	6089	77	2018	1	378608977	FENOFIBRAT			
MCOU	NY	68462	165	1	2018	1	68462016501	CARVEDILOL	"10,392"	181	392.75
MCOU	NY	68682	707	30	2018	1	68682070730	DILTIAZEM	570	19	"1,441.69"
FFSU	NY	57237	29	20	2018	1	57237002920	AMOXICILLI			
FFSU	NY	63402	510	1	2018	1	63402051001	XOPENEX HF	780	42	"3,607"
MCOU	NY	2	1445	11	2018	1	2144511	TALTZ	183	159	"958,298.69"
FFSU	NY	51079	105	19	2018	1	51079010519	FOLIC ACID			
FFSU	NY	25021	132	68	2018	1	25021013268	LEVOFLOXAC			
MCOU	NY	66993	844	62	2018	1	66993084462	PREDNISOLO	196	15	"1,894.77"
MCOU	NY	51672	1272	2	2018	1	51672127202	NYSTATIN A	750	21	"2,077.56"
MCOU	NY	2	4455	85	2018	1	2445585	ZYPREXA ZY			
MCOU	NY	63323	349	94	2018	1	63323034994	IMIPENEM-C			
MCOU	NY	13668	339	30	2018	1	13668033930	LAMOTRIGIN			
MCOU	NY	70000	162	2	2018	1	70000016202	LDR ALLERG	"2,140"	87	856.6
MCOU	NY	310	1970	39	2018	1	310197039	MOVANTIK 2	"1,803"	61	"19,899.86"
FFSU	NY	143	3141	50	2018	1	143314150	DOXYCYCLIN	"1,808"	48	"1,132.38"
MCOU	NY	944	3047	10	2018	1	944304710	ADVATE 5ML			
MCOU	NY	60505	3675	3	2018	1	60505367503	PAROXETINE	"15,638"	434	"47,763.21"
FFSU	NY	378	222	10	2018	1	378022210	CHLORTHALI	765	22	692.02
FFSU	NY	43386	860	1	2018	1	43386086001	DEXMETHYLP			
FFSU	NY	49884	831	9	2018	1	49884083109	DILTIAZEM			
FFSU	NY	69097	833	2	2018	1	69097083302	SERTRALINE			
MCOU	NY	42794	81	8	2018	1	42794008108	ACITRETIN			
MCOU	NY	378	162	1	2018	1	378016201	CHLOROTHIA	207	15	149.6
MCOU	NY	17478	540	1	2018	1	17478054001	HYDROMORPH			
MCOU	NY	49884	825	10	2018	1	49884082510	METOPROLOL	"139,975"	"4,213"	"44,721.93"
MCOU	NY	76282	239	90	2018	1	76282023990	AMLODIPINE	"3,758"	133	304.1
FFSU	NY	54	142	25	2018	1	54014225	ACARBOSE 1			
FFSU	NY	68180	652	8	2018	1	68180065208	DOXYCYCLIN	"1,014"	38	979.78
FFSU	NY	74	7069	90	2018	1	74706990	SYNTHROID	"4,359"	124	"5,414.25"
FFSU	NY	68462	179	5	2018	1	68462017905	NAPROXEN S	690	14	763.57
FFSU	NY	713	807	53	2018	1	713080753	BETAMETHAS			
FFSU	NY	24208	398	30	2018	1	24208039830	IPRATROPIU	"1,530"	49	"1,626.91"
MCOU	NY	68180	479	3	2018	1	68180047903	SIMVASTATI	"495,802"	"16,179"	"34,809.34"
FFSU	NY	591	3592	60	2018	1	591359260	DRONABINOL	"2,292"	41	"10,855.67"
MCOU	NY	60505	94	1	2018	1	60505009401	DOXAZOSIN			
FFSU	NY	59762	5017	1	2018	1	59762501701	FLUCONAZOL	299	186	"1,322.35"
MCOU	NY	378	444	1	2018	1	378044401	BENAZEPRIL	"30,371"	950	"1,447.48"
MCOU	NY	62332	183	20	2018	1	62332018320	LINEZOLID			
FFSU	NY	67457	340	1	2018	1	67457034001	VANCOMYCIN	135.5	22	"1,061.92"
FFSU	NY	43547	418	10	2018	1	43547041810	LISINOPRIL			
MCOU	NY	121	1760	30	2018	1	121176030	MAGNESIUM			
MCOU	NY	113	544	71	2018	1	113054471	ACETAMINOP	"4,107"	62	163.87
MCOU	NY	66993	663	30	2018	1	66993066330	DULOXETINE	"173,731"	"4,750"	"153,221.23"
MCOU	NY	68025	43	30	2018	1	68025004330	OB COMPLET			
FFSU	NY	49884	311	55	2018	1	49884031155	RISPERIDON	930	16	"1,008.47"
MCOU	NY	47335	344	83	2018	1	47335034483	CETIRIZINE	"4,919"	168	"7,823.43"
MCOU	NY	68382	98	1	2018	1	68382009801	PAROXETINE	"80,217"	"2,468"	"9,586.19"
FFSU	NY	65862	203	90	2018	1	65862020390	LOSARTAN P	"12,855"	330	"2,301.04"
FFSU	NY	50742	155	1	2018	1	50742015501	METFORMIN			
FFSU	NY	51525	470	9	2018	1	51525047009	CROMOLYN S			
MCOU	NY	70860	105	20	2018	1	70860010520	VANCOMYCIN			
FFSU	NY	23	506	50	2018	1	23050650	REFRESH SO	"6,405"	131	"2,135.04"
MCOU	NY	54505	329	9	2018	1	54505032909	DEXTROAMPH			
MCOU	NY	51224	1	60	2018	1	51224000160	BENZONATAT	"3,124"	100	"1,006.63"
MCOU	NY	591	2719	60	2018	1	591271960	METFORMIN	"3,644"	65	"17,063.46"
MCOU	NY	66993	408	32	2018	1	66993040832	CARBAMAZEP	"24,885"	267	"20,264.52"
MCOU	NY	52565	22	30	2018	1	52565002230	ECONAZOLE	"2,880"	70	"9,965.45"
MCOU	NY	49884	333	1	2018	1	49884033301	DEXMETHYLP	"7,690"	245	"36,147.65"
MCOU	NY	31722	546	1	2018	1	31722054601	LITHIUM CA	"6,562"	130	683.34
MCOU	NY	66215	302	30	2018	1	66215030230	VENTAVIS (			
MCOU	NY	57237	35	75	2018	1	57237003575	CEFPROZIL			
MCOU	NY	54458	948	8	2018	1	54458094808	NIFEDIPINE			
FFSU	NY	781	7146	29	2018	1	781714629	IPRATROP/A			
MCOU	NY	548	5603	0	2018	1	548560300	ENOXAPARIN	"1,378.20"	73	"16,591.76"
MCOU	NY	65862	144	1	2018	1	65862014401	CARVEDILOL	"27,344"	422	842.11
FFSU	NY	68382	538	1	2018	1	68382053801	POTASSIUM	"1,360"	19	"2,272.42"
FFSU	NY	45963	557	50	2018	1	45963055750	GABAPENTIN	"13,838"	205	"2,161.79"
MCOU	NY	42858	802	1	2018	1	42858080201	MORPHINE S	"95,256"	"1,575"	"53,225.46"
MCOU	NY	27437	108	6	2018	1	27437010806	ANTARA 90M			
MCOU	NY	55566	9700	1	2018	1	55566970001	PREPOPIK			
MCOU	NY	781	5208	92	2018	1	781520892	VALACYCLOV	"13,116"	476	"7,452.79"
FFSU	NY	69097	159	15	2018	1	69097015915	MELOXICAM	"22,865"	720	"4,311.69"
MCOU	NY	16729	34	15	2018	1	16729003415	LETROZOLE	"14,179"	528	"5,110.68"
MCOU	NY	45802	758	0	2018	1	45802075800	PROMETHAZI			
FFSU	NY	378	8127	5	2018	1	378812705	SERTRALINE	660	18	130.07
MCOU	NY	955	1733	20	2018	1	955173320	OXALIPLATI			
FFSU	NY	527	1352	1	2018	1	527135201	LEVOTHYROX			
MCOU	NY	16729	64	16	2018	1	16729006416	LEVETIRACE	"4,314"	62	494.56
FFSU	NY	904	6390	61	2018	1	904639061	LOSARTAN P			
FFSU	NY	62175	442	31	2018	1	62175044231	GLYCOLAX 5	"1,112,577"	"2,130"	"38,100.82"
MCOU	NY	61442	321	1	2018	1	61442032101	CLONIDINE	"1,725"	32	104.46
MCOU	NY	59762	2310	6	2018	1	59762231006	DOXAZOSIN			
MCOU	NY	44946	1041	5	2018	1	44946104105	PNV PRENAT	510	14	42.59
FFSU	NY	68382	24	1	2018	1	68382002401	ATENOLOL T	"3,525"	79	829.75
MCOU	NY	713	1052	1	2018	1	713105201	ENALAPRIL	"1,800"	56	206.02
FFSU	NY	338	89	3	2018	1	338008903	5% DEXTROS			
MCOU	NY	51862	70	1	2018	1	51862007001	ESTAZOLAM			
MCOU	NY	3	3774	12	2018	1	3377412	OPDIVO	"5,093.60"	211	"3,251,358.80"
MCOU	NY	31722	250	90	2018	1	31722025090	ESCITALOPR			
FFSU	NY	185	940	98	2018	1	185094098	CHOLESTYRA	"2,855"	66	"5,457.88"
MCOU	NY	49884	55	10	2018	1	49884005510	IMIPRAMINE	990	26	127.98
MCOU	NY	49884	806	2	2018	1	49884080602	QUETIAPINE	"7,484"	262	"39,733.88"
FFSU	NY	55111	121	90	2018	1	55111012190	ATORVASTAT	"12,544"	276	"2,349.94"
MCOU	NY	69	6001	21	2018	1	69600121	CEREBYX (F			
MCOU	NY	13668	409	10	2018	1	13668040910	LOSARTAN 5	"276,226"	"8,862"	"26,819.56"
MCOU	NY	63739	691	1	2018	1	63739069101	IBUPROFEN			
MCOU	NY	42023	151	1	2018	1	42023015101	ZOLEDRONIC			
FFSU	NY	378	1150	1	2018	1	378115001	BUSPIRONE	"33,271"	425	"3,371.69"
MCOU	NY	70860	701	1	2018	1	70860070101	KETOROLAC			
MCOU	NY	54838	550	80	2018	1	54838055080	RANITIDINE	"562,260.10"	"4,627"	"31,695.36"
MCOU	NY	603	4998	28	2018	1	603499828	OXYCODONE/	"6,734"	181	959.12
MCOU	NY	536	1064	1	2018	1	536106401	DOCUSATE S	"4,808"	109	192.86
FFSU	NY	50383	792	16	2018	1	50383079216	VALPROIC A	"501,170"	660	"15,041.95"
FFSU	NY	37205	848	26	2018	1	37205084826	IBUPROFEN			
FFSU	NY	781	5149	1	2018	1	781514901	REPAGLINID			
MCOU	NY	67253	320	36	2018	1	67253032036	METHOTREXA	"2,435"	92	"3,555.82"
FFSU	NY	64764	240	60	2018	1	64764024060	AMITIZA (L	"20,139"	371	"123,055.71"
MCOU	NY	29300	243	19	2018	1	29300024319	AMLODIPINE	"2,370"	79	89.78
MCOU	NY	62011	229	1	2018	1	62011022901	HEALTH MAR			
FFSU	NY	173	876	10	2018	1	173087610	ARNUITY EL			
MCOU	NY	24208	535	35	2018	1	24208053535	ZIRGAN (GA	165	33	"10,552.91"
MCOU	NY	168	89	60	2018	1	168008960	NYSTAT-TRI	"1,740"	29	"3,171.71"
FFSU	NY	54	254	13	2018	1	54025413	IRBESARTAN			
FFSU	NY	64764	175	30	2018	1	64764017530	DEXILANT 6	"6,241.83"	193	"56,118.16"
FFSU	NY	69865	245	2	2018	1	69865024502	NUCYNTA ER			
MCOU	NY	15127	72	8	2018	1	15127007208	S/B N/ASPI			
MCOU	NY	24385	604	71	2018	1	24385060471	IBUPROFEN			
FFSU	NY	115	1676	8	2018	1	115167608	ALENDRONAT			
MCOU	NY	115	1707	58	2018	1	115170758	FLUOCINONI	"1,680"	27	"2,151.23"
FFSU	NY	57664	395	88	2018	1	57664039588	VENLAFAXIN	"2,653"	49	692
MCOU	NY	65862	564	30	2018	1	65862056430	OLANZAPINE	"8,500"	280	"4,670.19"
FFSU	NY	74	3109	32	2018	1	74310932	"GENGRAF, C"			
FFSU	NY	24385	372	26	2018	1	24385037226	CHILDREN'S	"3,710"	24	195.23
MCOU	NY	68180	512	1	2018	1	68180051201	LISINOPRIL	"253,888"	"8,250"	"4,808.62"
MCOU	NY	68462	392	5	2018	1	68462039205	MONTELUKAS	"19,729"	652	"5,403.19"
MCOU	NY	51672	1359	2	2018	1	51672135902	OXICONAZOL			
FFSU	NY	60758	801	5	2018	1	60758080105	TIMOLOL MA	125	25	202.09
MCOU	NY	51672	2120	2	2018	1	51672212002	TRIPLE MOI			
MCOU	NY	832	485	11	2018	1	832048511	BENAZEPRIL			
MCOU	NY	591	2176	5	2018	1	591217605	HYDROCODON			
FFSU	NY	603	3856	21	2018	1	603385621	HYDROCHLOR			
FFSU	NY	168	59	60	2018	1	168005960	FLUOCINLON			
MCOU	NY	51672	1322	1	2018	1	51672132201	HALOBETASO			
FFSU	NY	50111	327	1	2018	1	50111032701	HYDRALAZIN	"16,758"	150	"1,578.89"
MCOU	NY	57664	244	88	2018	1	57664024488	CARVEDILOL	"1,110"	19	24.31
FFSU	NY	42794	80	8	2018	1	42794008008	ACITRETIN			
MCOU	NY	49884	105	11	2018	1	49884010511	ENTECAVIR			
MCOU	NY	64720	150	10	2018	1	64720015010	CYPROHEPTA	"19,717"	358	"8,489.03"
FFSU	NY	51660	141	90	2018	1	51660014190	VALSARTAN			
MCOU	NY	23155	290	42	2018	1	23155029042	AMIKACIN 1	584.4	43	"32,062.61"
MCOU	NY	69097	299	2	2018	1	69097029902	DULOXETINE			
MCOU	NY	37205	612	73	2018	1	37205061273	CLEARLAX L	"34,901"	62	746.39
FFSU	NY	65862	626	90	2018	1	65862062690	RIZATRIPTA			
MCOU	NY	64679	50	2	2018	1	64679005002	REACT	113	112	"2,392.36"
MCOU	NY	59762	29	1	2018	1	59762002901	DICLOFENAC	"1,425"	28	"2,919.76"
FFSU	NY	68180	854	13	2018	1	68180085413	LEVONORGES	"4,004"	119	"1,476.73"
MCOU	NY	904	5796	61	2018	1	904579661	FUROSEMIDE			
MCOU	NY	68382	99	16	2018	1	68382009916	PAROXETINE	"8,832"	244	"1,280.23"
MCOU	NY	63739	133	10	2018	1	63739013310	METHYLPRED			
FFSU	NY	60793	854	1	2018	1	60793085401	LEVOXYL TA			
MCOU	NY	68180	481	2	2018	1	68180048102	SIMVASTATI			
FFSU	NY	49	174	2	2018	1	49017402	GLUCOTROL			
FFSU	NY	13668	217	5	2018	1	13668021705	ARIPIPRAZO	"1,035"	31	"2,016.63"
FFSU	NY	185	43	5	2018	1	185004305	MIDODRINE			
MCOU	NY	58468	211	1	2018	1	58468021101	AUBAGIO 7	"1,092"	39	"248,139.89"
MCOU	NY	59762	3719	4	2018	1	59762371904	ALPRAZOLAM	"21,003"	434	"1,162.60"
