"UTLIZATION_TYPE","STATE_NAME","LABELER_CODE","PRODUCT_CODE","PACKAGE_SIZE","NDC","YEAR_NUMBER","QUARTER","PRODUCT_NAME","PRESCRIPTIONS","TOTAL_NUMBER","UNITS"
"FFSU","NY",43547,336,10,"43547033610",2018,1,"BENAZEPRIL",3330,90,634.4
"MCOU","NY",60505,3573,3,"60505357303",2018,1,"MONTELUKAS",1800,60,504.24
"MCOU","NY",603,2109,2,"603210902",2018,1,"AMLODIPINE",21678,719,1120.35
"FFSU","NY",93,8947,1,"93894701",2018,1,"ACYCLOVIR",630,19,164.46
"FFSU","NY",43199,11,1,"43199001101",2018,1,"HYOSCYAMIN",3632,48,1594.36
"MCOU","NY",527,1699,1,"527169901",2018,1,"CODEINE SU",,,
"MCOU","NY",68382,71,5,"68382007105",2018,1,"PRAVASTATI",36518,1188,10822.31
"MCOU","NY",409,1036,30,"409103630",2018,1,"CARBOCAINE",,,
"FFSU","NY",67253,382,10,"67253038210",2018,1,"DOXAZOSIN",810,27,386.25
"MCOU","NY",527,1352,1,"527135201",2018,1,"LEVOTHYROX",4650,135,2470.87
"FFSU","NY",60505,83,2,"60505008302",2018,1,"PAROXETINE",1822,49,377.64
"MCOU","NY",378,1570,1,"378157001",2018,1,"TERAZOSIN",3600,106,351.44
"MCOU","NY",409,7334,10,"409733410",2018,1,"CEFTRIAXON",112.224,86,29806.17
"MCOU","NY",65162,734,9,"65162073409",2018,1,"FELBAMATE",3585,27,8710.16
"MCOU","NY",65862,743,30,"65862074330",2018,1,"OLMESARTAN",,,
"FFSU","NY",121,4799,40,"121479940",2018,1,"LEVETIRACE",,,
"MCOU","NY",67253,460,10,"67253046010",2018,1,"GLYBURIDE",,,
"MCOU","NY",168,280,60,"168028060",2018,1,"AMCINONIDE",,,
"MCOU","NY",68462,352,5,"68462035205",2018,1,"HYDROXYZIN",8969,181,1295.58
"FFSU","NY",43386,312,14,"43386031214",2018,1,"POLYETHELE",328406,646,10707.78
"FFSU","NY",24,5521,31,"24552131",2018,1,"AMBIEN CR",949,33,15871.21
"MCOU","NY",555,1054,86,"555105486",2018,1,"CLARAVIS C",1110,25,4596.05
"MCOU","NY",62011,1,1,"62011000101",2018,1,"HEALTH MAR",2427,32,49.81
"MCOU","NY",24208,961,10,"24208096110",2018,1,"CROMOLYN S",3330,333,1265.93
"MCOU","NY",69097,878,3,"69097087803",2018,1,"BUPROPION",18923,382,3596.69
"MCOU","NY",65,509,35,"65050935",2018,1,"SYSTANE NI",318.5,81,541.95
"MCOU","NY",65862,740,30,"65862074030",2018,1,"AMLODIPINE",,,
"MCOU","NY",93,149,1,"93014901",2018,1,"NAPROXEN T",14103,296,1031.62
"FFSU","NY",409,219,1,"409021901",2018,1,"MAXIPIME F",,,
"FFSU","NY",23,3507,30,"23350730",2018,1,"ACUVAIL",,,
"MCOU","NY",67,16,24,"67001624",2018,1,"EX-LAX MAX",,,
"MCOU","NY",68180,412,6,"68180041206",2018,1,"IRBESARTAN",1980,66,672.46
"FFSU","NY",69238,1170,9,"69238117009",2018,1,"DOXEPIN HY",,,
"FFSU","NY",713,526,12,"713052612",2018,1,"PROMETHEGA",,,
"FFSU","NY",42806,11,5,"42806001105",2018,1,"SULINDAC 2",,,
"MCOU","NY",49884,466,67,"49884046667",2018,1,"CHOLESTYRA",3360,16,489.39
"MCOU","NY",378,28,1,"378002801",2018,1,"NADOLOL 20",21723.5,603,33848.84
"MCOU","NY",64406,911,1,"64406091101",2018,1,"ALPROLIX 5",,,
"MCOU","NY",59676,564,1,"59676056401",2018,1,"PREZISTA (",,,
"MCOU","NY",409,7984,11,"409798411",2018,1,"SODIUM CHL",,,
"MCOU","NY",603,5483,21,"603548321",2018,1,"PROPRANOLO",76560,1206,15248.44
"FFSU","NY",904,6341,60,"904634160",2018,1,"METOPROLOL",,,
"FFSU","NY",31722,509,60,"31722050960",2018,1,"ZIDOVUDINE",1056,23,549.94
"FFSU","NY",50111,648,1,"50111064801",2018,1,"FLUOXETINE",51957,1300,7311.38
"MCOU","NY",62037,577,10,"62037057710",2018,1,"METFORMIN",4080,98,368.16
"MCOU","NY",45802,425,78,"45802042578",2018,1,"FEXOFENADI",68847,1492,24935.3
"MCOU","NY",17478,604,30,"17478060430",2018,1,"COSOPT PF",1692,138,21450.79
"MCOU","NY",78,372,5,"78037205",2018,1,"RITALIN LA",,,
"FFSU","NY",168,204,37,"168020437",2018,1,"LIDOCAINE",3999.28,113,3620.46
"MCOU","NY",115,1030,1,"115103001",2018,1,"PRIMIDONE",,,
"MCOU","NY",60505,749,5,"60505074905",2018,1,"CEFAZOLIN",2428,98,258945.48
"MCOU","NY",52817,191,10,"52817019110",2018,1,"CYCLOBENZA",,,
"MCOU","NY",93,4125,74,"93412574",2018,1,"PENICILLIN",55920,272,2582.11
"FFSU","NY",59762,1005,1,"59762100501",2018,1,"CABERGOLIN",405,41,2473.6
"MCOU","NY",49348,727,10,"49348072710",2018,1,"IBUPROF IB",,,
"MCOU","NY",63868,791,50,"63868079150",2018,1,"IBUPROFEN",,,
"MCOU","NY",50383,792,16,"50383079216",2018,1,"VALPROIC A",231555,461,12119.4
"FFSU","NY",45802,433,21,"45802043321",2018,1,"DEXTROMETH",6621,60,540.75
"FFSU","NY",54838,558,40,"54838055840",2018,1,"LORATADINE",153284,797,9291.4
"FFSU","NY",13811,683,30,"13811068330",2018,1,"ARIPRPRAZO",2140,71,7370.93
"MCOU","NY",378,1076,93,"378107693",2018,1,"TELMISARTA",,,
"MCOU","NY",68001,237,3,"68001023703",2018,1,"CLONIDINE",44768,819,2358.04
"MCOU","NY",33342,56,10,"33342005610",2018,1,"PIOGLITAZO",8173,273,5740.03
"MCOU","NY",68382,79,1,"68382007901",2018,1,"HALOPERIDO",27920,570,13809.59
"MCOU","NY",185,34,10,"185003410",2018,1,"TIZANIDINE",,,
"FFSU","NY",24979,41,13,"24979004113",2018,1,"MEGESTROL",,,
"MCOU","NY",54879,1,1,"54879000101",2018,1,"ETHAMBUTOL",,,
"FFSU","NY",93,7426,10,"93742610",2018,1,"MONTELUKAS",,,
"MCOU","NY",378,5630,59,"378563059",2018,1,"SUMATRIPTA",1198,114,1118.08
"FFSU","NY",65862,227,1,"65862022701",2018,1,"LAMOTRIGIN",29207,305,2887.16
"FFSU","NY",27241,17,9,"27241001709",2018,1,"MONTELUKAS",1230,32,298.71
"MCOU","NY",16252,543,90,"16252054390",2018,1,"TRANDOLAPR",,,
"MCOU","NY",517,1010,25,"517101025",2018,1,"ATROPINE S",30.37,51,32795.12
"MCOU","NY",31722,701,30,"31722070130",2018,1,"LOSARTAN 5",,,
"FFSU","NY",62011,92,1,"62011009201",2018,1,"HEALTH MAR",5444,46,236.29
"MCOU","NY",378,2073,1,"378207301",2018,1,"LISINOPRIL",30275,992,717.09
"MCOU","NY",62332,150,90,"62332015090",2018,1,"OLMESARTAN",,,
"MCOU","NY",378,8688,54,"378868854",2018,1,"CLINDAMYCI",13450,269,60386.94
"FFSU","NY",65862,537,50,"65862053750",2018,1,"LEVOFLOXAC",2555,319,1799.91
"FFSU","NY",64380,713,7,"64380071307",2018,1,"BENZONATAT",16002,408,5649.09
"MCOU","NY",59762,2320,6,"59762232006",2018,1,"DOXAZOSIN",720,22,336.38
"MCOU","NY",42043,161,90,"42043016190",2018,1,"MODAFINIL",,,
"FFSU","NY",68462,720,84,"68462072084",2018,1,"DROSPIRENO",,,
"FFSU","NY",93,4234,1,"93423401",2018,1,"BUMETANIDE",,,
"MCOU","NY",13107,21,1,"13107002101",2018,1,"HYDROCODON",57066,554,9566.4
"MCOU","NY",904,5852,60,"904585260",2018,1,"CETIRIZINE",75945,2537,5320.52
"MCOU","NY",781,5276,64,"781527664",2018,1,"DONEPEZIL",,,
"FFSU","NY",16714,693,1,"16714069301",2018,1,"FLUCONAZOL",911,56,1331.19
"MCOU","NY",781,5175,1,"781517501",2018,1,"MYCOPHENOL",,,
"FFSU","NY",61703,324,18,"61703032418",2018,1,"PAMIDRONAT",,,
"MCOU","NY",55111,113,81,"55111011381",2018,1,"ZENATANE (",,,
"FFSU","NY",65862,107,1,"65862010701",2018,1,"ZIDOVUDINE",,,
"MCOU","NY",69543,141,11,"69543014111",2018,1,"LOSARTAN P",4528,150,441.07
"FFSU","NY",185,53,5,"185005305",2018,1,"BENAZEPRIL",,,
"MCOU","NY",54,546,18,"54054618",2018,1,"TELMISARTA",690,20,1749.17
"MCOU","NY",409,1207,3,"409120703",2018,1,"GENTAMICIN",3857.02,380,268911.02
"FFSU","NY",64406,966,1,"64406096601",2018,1,"ALPROLIX 2",,,
"MCOU","NY",31722,529,1,"31722052901",2018,1,"TORSEMIDE",4298,140,615.9
"MCOU","NY",93,5712,5,"93571205",2018,1,"GLYBURIDE",14430,175,952.81
"MCOU","NY",50111,467,3,"50111046703",2018,1,"PROPRANOLO",16624,273,2638.27
"MCOU","NY",68462,188,1,"68462018801",2018,1,"NAPROXEN T",55694,1320,2439.66
"MCOU","NY",57664,510,83,"57664051083",2018,1,"MIRTAZAPIN",44730,1495,52872.29
"MCOU","NY",51079,103,20,"51079010320",2018,1,"SPIRONOLAC",,,
"FFSU","NY",703,3986,1,"703398601",2018,1,"OXALIPLATI",836,45,1410.14
"MCOU","NY",63739,573,10,"63739057310",2018,1,"SIMVASTATI",,,
"MCOU","NY",597,300,45,"597030045",2018,1,"SYNJARDY X",1560,33,11544.06
"FFSU","NY",65862,7,5,"65862000705",2018,1,"CITALOPRAM",7346,234,1489.15
"MCOU","NY",472,400,45,"472040045",2018,1,"CLOBETASOL",2700,54,4934.43
"FFSU","NY",49348,42,14,"49348004214",2018,1,"NON-ASPIRI",7803,71,280.43
"FFSU","NY",143,1455,1,"143145501",2018,1,"PHENOBARBI",,,
"MCOU","NY",67877,223,1,"67877022301",2018,1,"GABAPENTIN",98307,1339,8148.45
"MCOU","NY",65862,143,5,"65862014305",2018,1,"CARVEDILOL",48225,798,1307.6
"MCOU","NY",44946,1045,9,"44946104509",2018,1,"PNV PLUS (",31708,1044,2165.94
"FFSU","NY",713,165,12,"713016512",2018,1,"ACEPHEN 65",678,29,405.22
"MCOU","NY",13668,117,10,"13668011710",2018,1,"LOSARTAN P",106111,3519,13732.19
"FFSU","NY",69865,260,2,"69865026002",2018,1,"NUCYNTA ER",,,
"MCOU","NY",55150,155,20,"55150015520",2018,1,"ACYCLOVIR",,,
"MCOU","NY",55111,328,90,"55111032890",2018,1,"NATEGLINID",11220,134,7213.4
"MCOU","NY",71399,554,5,"71399055405",2018,1,"GABAPENTIN",3531,48,276.56
"FFSU","NY",65862,596,1,"65862059601",2018,1,"CLINDAMYCI",42600,106,10852.71
"MCOU","NY",49348,804,38,"49348080438",2018,1,"MINERAL OI",,,
"FFSU","NY",378,2587,1,"378258701",2018,1,"HYDROXYZIN",1329,25,210.98
"FFSU","NY",55111,625,60,"55111062560",2018,1,"ZAFIRLUKAS",3390,65,5443.33
"MCOU","NY",378,1145,1,"378114501",2018,1,"BUSPIRONE",71370,1161,43010.45
"FFSU","NY",603,5063,21,"603506321",2018,1,"PERPHENAZI",2664,45,3969.74
"FFSU","NY",65862,496,47,"65862049647",2018,1,"SULFAMETHO",94375,435,21942.52
"FFSU","NY",43199,37,1,"43199003701",2018,1,"LABETALOL",2130,30,588.39
"MCOU","NY",378,6023,89,"378602389",2018,1,"DOXYCYCLIN",512,23,679.22
"MCOU","NY",781,1079,5,"781107905",2018,1,"ALPRAZOLAM",411866,6042,17042.41
"MCOU","NY",57237,169,90,"57237016990",2018,1,"ROSUVASTAT",6804,225,7415.06
"MCOU","NY",24385,24,65,"24385002465",2018,1,"PINK BISMU",7041,148,390.85
"MCOU","NY",68180,395,7,"68180039507",2018,1,"CELECOXIB",,,
"FFSU","NY",67877,317,45,"67877031745",2018,1,"TRIAMCINOL",,,
"FFSU","NY",781,2104,1,"781210401",2018,1,"TACROLIMUS",2025.5,50,6806.42
"FFSU","NY",42806,21,1,"42806002101",2018,1,"CITALOPRAM",,,
"MCOU","NY",58181,3042,5,"58181304205",2018,1,"GLEOSTINE",,,
"FFSU","NY",69117,1000,1,"69117100001",2018,1,"LEVOCETERI",,,
"MCOU","NY",57664,347,88,"57664034788",2018,1,"CLOZAPINE",31387,476,24657.76
"FFSU","NY",472,166,30,"472016630",2018,1,"NYSTATIN O",3830,128,2389.67
"FFSU","NY",27241,55,3,"27241005503",2018,1,"ARIPIPRAZO",1315,43,4238.12
"FFSU","NY",378,7734,93,"378773493",2018,1,"ONDANSETRO",256,14,112.35
"MCOU","NY",536,3112,1,"536311201",2018,1,"NICOTINE G",52010,362,9577.97
"MCOU","NY",69367,132,6,"69367013206",2018,1,"GABAPENTIN",133229,1867,9068.88
"MCOU","NY",57664,185,34,"57664018534",2018,1,"PROMETHAZI",,,
"FFSU","NY",29300,139,5,"29300013905",2018,1,"DIVALPROEX",88503,1121,13854.24
"FFSU","NY",65162,755,10,"65162075510",2018,1,"DIVALPROEX",5592,93,3067.2
"MCOU","NY",135,199,1,"135019901",2018,1,"CITRUCEL C",1503,26,165.88
"MCOU","NY",16714,41,7,"16714004107",2018,1,"ALLOPURINO",15151,388,1310.35
"FFSU","NY",67405,661,10,"67405066110",2018,1,"TETRACYCLI",,,
"MCOU","NY",603,6345,2,"603634502",2018,1,"VALSARTAN/",480,15,151.04
"FFSU","NY",93,7639,41,"93763941",2018,1,"TEMOZOLOMI",,,
"MCOU","NY",46122,299,26,"46122029926",2018,1,"GNP TUSSIN",10433,71,133.85
"FFSU","NY",591,4920,1,"591492001",2018,1,"AMANTADINE",3918,79,5611.9
"FFSU","NY",904,6214,89,"904621489",2018,1,"FEXOFENADI",2578,75,1068.92
"MCOU","NY",70000,175,4,"70000017504",2018,1,"LDR IBUPRO",,,
"MCOU","NY",65597,104,30,"65597010430",2018,1,"BENICAR (O",1170,39,10874.83
"MCOU","NY",781,1008,1,"781100801",2018,1,"TRIAM/HCTZ",636,23,97.47
"FFSU","NY",27241,8,50,"27241000850",2018,1,"LEVETIRACE",5076,80,1070.57
"FFSU","NY",378,4253,5,"378425305",2018,1,"LAMOTRIGIN",,,
"FFSU","NY",51991,853,1,"51991085301",2018,1,"REPAGLINID",,,
"MCOU","NY",172,6406,49,"172640649",2018,1,"CROMOLYN S",,,
"MCOU","NY",50742,102,10,"50742010210",2018,1,"ATENOLOL T",1050,28,62.42
"MCOU","NY",51672,4070,8,"51672407008",2018,1,"CETIRIZINE",151938,1086,4700.83
"MCOU","NY",65862,227,1,"65862022701",2018,1,"LAMOTRIGIN",136518,1947,8592.07
"FFSU","NY",703,31,1,"703003101",2018,1,"METHYLPRED",62,43,379.8
"FFSU","NY",378,7002,93,"378700293",2018,1,"PAROXETINE",2427,76,591.57
"MCOU","NY",63323,322,25,"63323032225",2018,1,"IMIPENEM A",400,20,18498.27
"MCOU","NY",31722,904,10,"31722090410",2018,1,"FLUOXETINE",12924,297,579.05
"FFSU","NY",45802,112,22,"45802011222",2018,1,"MUPIROCIN",14246,580,6413.61
"FFSU","NY",52565,48,15,"52565004815",2018,1,"TRIAMCINOL",330,14,242.34
"MCOU","NY",53746,204,1,"53746020401",2018,1,"OXYCODONE",151175,1811,75608.63
"MCOU","NY",65862,526,18,"65862052618",2018,1,"PIOGLITAZO",1290,19,1989.41
"FFSU","NY",378,3007,1,"378300701",2018,1,"CAPTOPRIL",,,
"FFSU","NY",46122,292,78,"46122029278",2018,1,"GNP ASPIRI",,,
"FFSU","NY",62756,520,88,"62756052088",2018,1,"SUMATRIPTA",,,
"MCOU","NY",68180,774,6,"68180077406",2018,1,"AMLODIPINE",,,
"FFSU","NY",68180,751,3,"68180075103",2018,1,"AMLODIPINE",36364,822,4572.13
"MCOU","NY",78,592,51,"78059251",2018,1,"TASIGNA HG",1844,17,206691.86
"MCOU","NY",13107,19,1,"13107001901",2018,1,"HYDROCODON",50362,1340,6944.4
"FFSU","NY",603,3890,28,"603389028",2018,1,"HYDROCODON",,,
"MCOU","NY",65162,101,11,"65162010111",2018,1,"GABAPENTIN",20260,254,956.94
"MCOU","NY",224,1852,6,"224185206",2018,1,"KONSYL ORA",,,
"MCOU","NY",378,40,1,"378004001",2018,1,"CLORAZEPAT",1752,24,2220.56
"FFSU","NY",62756,552,83,"62756055283",2018,1,"OLANZAPINE",,,
"MCOU","NY",378,1458,5,"378145805",2018,1,"ESTRADIOL",2575,47,430.15
"MCOU","NY",469,2602,90,"469260290",2018,1,"MYRBETRIQ",2596,81,29623.03
"FFSU","NY",59746,121,6,"59746012106",2018,1,"MECLIZINE",10861,210,2877.58
"FFSU","NY",64980,194,1,"64980019401",2018,1,"BENAZEPRIL",,,
"FFSU","NY",45802,221,37,"45802022137",2018,1,"FLUTICASON",,,
"MCOU","NY",781,9328,95,"781932895",2018,1,"CEFTRIAXON",,,
"MCOU","NY",78,916,61,"78091661",2018,1,"KISQALI 20",,,
"MCOU","NY",13107,3,34,"13107000334",2018,1,"MIRTAZAPIN",51498,1705,10691.39
"FFSU","NY",65862,620,90,"65862062090",2018,1,"QUINAPRIL",,,
"FFSU","NY",57237,225,5,"57237022505",2018,1,"RAMIPRIL C",,,
"MCOU","NY",641,6079,1,"641607901",2018,1,"ONDANSETRO",415.5,121,278148.95
"FFSU","NY",378,187,1,"378018701",2018,1,"PROPRANOLO",,,
"FFSU","NY",93,7164,5,"93716405",2018,1,"TOLTERODIN",,,
"FFSU","NY",50383,779,31,"50383077931",2018,1,"LACTULOSE",,,
"FFSU","NY",555,286,2,"555028602",2018,1,"DIPYRIDAMO",,,
"MCOU","NY",51672,1358,2,"51672135802",2018,1,"DICLOFFENA",,,
"MCOU","NY",43538,500,6,"43538050006",2018,1,"CICLODAN",,,
"MCOU","NY",68462,231,30,"68462023130",2018,1,"OMEPRAZOLE",2699,87,152.69
"FFSU","NY",65862,144,5,"65862014405",2018,1,"CARVEDILOL",12595,188,1404.26
"MCOU","NY",75987,50,6,"75987005006",2018,1,"RAVICTI",9500,38,1788876.12
"FFSU","NY",264,3183,11,"264318311",2018,1,"MEROPENEM",,,
"FFSU","NY",31722,516,60,"31722051660",2018,1,"STAVUDINE",,,
"MCOU","NY",228,2497,10,"228249710",2018,1,"NIFEDIPINE",1183.9,23,818.56
"MCOU","NY",574,113,2,"574011302",2018,1,"CALCIUM AC",39580,272,12230.21
"FFSU","NY",64661,650,30,"64661065030",2018,1,"ENBRACE HR",,,
"FFSU","NY",378,8156,1,"378815601",2018,1,"METHYLPHEN",3750,121,25281.67
"MCOU","NY",168,133,30,"168013330",2018,1,"CLOTRIMAZO",37014.7,996,14355.49
"MCOU","NY",42358,102,10,"42358010210",2018,1,"LEVORPHANO",10094,104,157358.85
"FFSU","NY",68180,352,5,"68180035205",2018,1,"SERTRALINE",,,
"MCOU","NY",168,301,15,"168030115",2018,1,"CLOBETASOL",3870,205,5650.33
"FFSU","NY",65597,902,30,"65597090230",2018,1,"WELCHOL FO",,,
"MCOU","NY",121,4577,35,"121457735",2018,1,"LACTULOSE",,,
"FFSU","NY",13668,182,30,"13668018230",2018,1,"ROSUVASTAT",1304,36,390.1
"FFSU","NY",62856,583,52,"62856058352",2018,1,"BANZEL TAB",55690,346,1199482.33
"FFSU","NY",17772,101,30,"17772010130",2018,1,"TROKENDI X",,,
"FFSU","NY",469,657,73,"469065773",2018,1,"PROGRAF 5M",546,12,12192.91
"MCOU","NY",378,156,1,"378015601",2018,1,"PROBENECID",3008,49,1075.42
"MCOU","NY",46672,53,10,"46672005310",2018,1,"BUTALBITAL",3482,66,1185.83
"MCOU","NY",409,4888,3,"409488803",2018,1,"SODIUM CL",,,
"MCOU","NY",20482,335,30,"20482033530",2018,1,"SYNDROS",,,
"MCOU","NY",228,3228,11,"228322811",2018,1,"OXYMORPHON",,,
"FFSU","NY",378,3205,1,"378320501",2018,1,"PRAZOSIN H",3264,82,3179.13
"FFSU","NY",15127,288,10,"15127028810",2018,1,"S/B DOCUSA",34875,438,2018.61
"MCOU","NY",49348,153,39,"49348015339",2018,1,"ALUMINUM H",27482,72,153.12
"FFSU","NY",33342,45,7,"33342004507",2018,1,"LOSARTAN P",,,
"FFSU","NY",228,1580,3,"228158003",2018,1,"LAMOTRIGIN",1728,37,8935.15
"MCOU","NY",62856,276,30,"62856027630",2018,1,"FYCOMPA",1575,50,46197.28
"MCOU","NY",57237,2,5,"57237000205",2018,1,"HYDROCHLOR",20567,684,1059.63
"MCOU","NY",703,125,1,"703012501",2018,1,"DAPTOMYCIN",199.026,67,153029.78
"FFSU","NY",63824,72,35,"63824007235",2018,1,"MAX STRENG",2479,94,759.36
"MCOU","NY",50458,578,90,"50458057890",2018,1,"XARELTO (R",6078,198,82726.52
"MCOU","NY",904,7727,14,"904772714",2018,1,"ACID GONE",78983,251,1105.61
"MCOU","NY",168,35,1,"168003501",2018,1,"VITAMIN A+",27299.7,441,1141.18
"MCOU","NY",409,7984,13,"409798413",2018,1,"SODIUM CL",161855,158,203185.7
"FFSU","NY",68645,150,54,"68645015054",2018,1,"GLIPIZIDE",810,12,64.58
"MCOU","NY",53746,178,5,"53746017805",2018,1,"METFORMIN",374057,6088,13515.06
"MCOU","NY",115,1280,1,"115128001",2018,1,"MORPHINE S",,,
"MCOU","NY",65,474,1,"65047401",2018,1,"SYSTANE GE",2427.5,231,2024.98
"MCOU","NY",65862,468,30,"65862046830",2018,1,"LOSARTAN H",,,
"FFSU","NY",55513,111,1,"55513011101",2018,1,"ARANESP (D",58.028,78,151675.44
"FFSU","NY",49884,290,5,"49884029005",2018,1,"MEGESTROL",,,
"FFSU","NY",68968,6610,8,"68968661008",2018,1,"MINIVELLE",,,
"MCOU","NY",43598,204,53,"43598020453",2018,1,"AMOXICILLI",94490,531,72839.08
"MCOU","NY",642,79,12,"642007912",2018,1,"VITAFOL-OB",13408,445,50180.62
"FFSU","NY",65862,560,99,"65862056099",2018,1,"PANTOPRRAZ",17563,616,4484.51
"MCOU","NY",51672,1273,4,"51672127304",2018,1,"FLUOCINONI",99400,1591,81047.06
"MCOU","NY",68462,266,30,"68462026630",2018,1,"ATOMOXETIN",11153,322,33006.53
"FFSU","NY",409,3506,1,"409350601",2018,1,"MEROPENEM",344,32,3503.09
"FFSU","NY",93,7772,1,"93777201",2018,1,"CLOZAPINE",27593,457,27512.22
"MCOU","NY",31722,573,30,"31722057330",2018,1,"ESOMEPRAZO",2973,96,8927.47
"MCOU","NY",60923,363,2,"60923036302",2018,1,"EXONDYS 51",,,
"FFSU","NY",23155,26,1,"23155002601",2018,1,"VERAPAMIL",1470,19,159.49
"FFSU","NY",456,1203,30,"456120330",2018,1,"LINZESS 72",1578,52,20041.85
"FFSU","NY",78,608,5,"78060805",2018,1,"FOCALIN XR",1806,55,17829.42
"FFSU","NY",16729,3,1,"16729000301",2018,1,"GLIMEPIRID",18882,389,3033.01
"FFSU","NY",51672,5295,9,"51672529509",2018,1,"METRONIDAZ",,,
"FFSU","NY",63323,64,2,"63323006402",2018,1,"MAGNESIUM",760,272,401.2
"MCOU","NY",703,404,2,"703040402",2018,1,"LEVOCARNIT",,,
"MCOU","NY",68645,558,54,"68645055854",2018,1,"LISINOPRIL",30048,951,1439.99
"FFSU","NY",16714,503,1,"16714050301",2018,1,"GABAPENTIN",,,
"MCOU","NY",472,321,26,"472032126",2018,1,"HYDROCORTI",59299.2,1815,5824.35
"FFSU","NY",69097,122,3,"69097012203",2018,1,"TOPIRAMATE",58280,574,4601.23
"MCOU","NY",603,2435,32,"603243532",2018,1,"BENZTROPIN",8488,204,1182.43
"MCOU","NY",65162,673,84,"65162067384",2018,1,"RISPERIDON",34195.5,551,16425.44
"MCOU","NY",54,386,63,"54038663",2018,1,"HYDROMORPH",4034,17,1476.33
"MCOU","NY",60505,2651,9,"60505265109",2018,1,"EPLERENONE",,,
"FFSU","NY",17478,762,6,"17478076206",2018,1,"DROBABINOL",1118,19,5122.09
"MCOU","NY",60951,658,70,"60951065870",2018,1,"MORPHINE S",1768,27,2756.89
"MCOU","NY",43068,220,1,"43068022001",2018,1,"HETLIOZ",,,
"MCOU","NY",43068,108,2,"43068010802",2018,1,"FANAPT 8MG",2295,48,49810.25
"MCOU","NY",68682,992,10,"68682099210",2018,1,"FLUOCINONI",,,
"FFSU","NY",168,312,85,"168031285",2018,1,"ECONAZOLE",,,
"FFSU","NY",70710,1140,3,"70710114003",2018,1,"FLUCONAZOL",,,
"MCOU","NY",68462,404,1,"68462040401",2018,1,"ATOVAQUONE",2113,94,6764.18
"FFSU","NY",49348,573,36,"49348057336",2018,1,"NICOTINE T",5090,35,1265.02
"MCOU","NY",591,2679,30,"591267930",2018,1,"LIDOCAINE",,,
"FFSU","NY",13668,116,10,"13668011610",2018,1,"LOSARTAN P",6827,202,1488.92
"MCOU","NY",703,3333,1,"703333301",2018,1,"OCTREOTIDE",,,
"FFSU","NY",904,5053,59,"904505359",2018,1,"SUDAGEST 3",59356,1439,6848.66
"FFSU","NY",378,6380,1,"378638001",2018,1,"VERAPAMIL",778,16,978.94
"MCOU","NY",574,7040,12,"574704012",2018,1,"BELLADONNA",,,
"MCOU","NY",67877,216,20,"67877021620",2018,1,"CEFUROXIME",15465,861,27168.29
"FFSU","NY",591,3761,1,"591376101",2018,1,"AMLODIPINE",,,
"FFSU","NY",45802,222,11,"45802022211",2018,1,"FLUTICASON",,,
"MCOU","NY",603,4248,28,"603424828",2018,1,"LORAZEPAM",,,
"FFSU","NY",60505,5306,1,"60505530601",2018,1,"ACYCLOVIR",,,
"MCOU","NY",16729,35,16,"16729003516",2018,1,"ANASTROZOL",6413,227,964.1
"MCOU","NY",574,2225,20,"574222520",2018,1,"TRETINOIN",16658,781,40457.71
"FFSU","NY",173,947,55,"173094755",2018,1,"WELLBUTRIN",,,
"MCOU","NY",67457,426,0,"67457042600",2018,1,"HALOPERIDO",,,
"MCOU","NY",168,53,21,"168005321",2018,1,"PET WHITE",682.05,17,60.82
"MCOU","NY",45802,63,5,"45802006305",2018,1,"TRIAMCINOL",55447.6,121,1507.01
"MCOU","NY",93,5036,1,"93503601",2018,1,"DISULFIRAM",2916,101,10679.75
"FFSU","NY",16714,532,11,"16714053211",2018,1,"SUMATRIPTA",1205,127,1357.67
"MCOU","NY",75854,322,30,"75854032230",2018,1,"PRIMACARE",,,
"MCOU","NY",64406,809,1,"64406080901",2018,1,"ELOCTATE 5",,,
"FFSU","NY",16571,203,10,"16571020310",2018,1,"DICLOFENAC",,,
"FFSU","NY",64011,243,1,"64011024301",2018,1,"MAKENA",,,
"MCOU","NY",65162,630,3,"65162063003",2018,1,"ITRACONAZO",326.66,12,1653.01
"FFSU","NY",67877,242,10,"67877024210",2018,1,"QUETIAPINE",14164,310,2090.84
"MCOU","NY",378,7272,53,"378727253",2018,1,"NORETHINDR",124089,4403,33241.48
"MCOU","NY",68001,280,6,"68001028006",2018,1,"DICLOFENAC",3328,58,610.07
"FFSU","NY",68462,222,1,"68462022201",2018,1,"LITHIUM CA",3945,79,1008.38
"FFSU","NY",781,5022,7,"781502207",2018,1,"METHYLPRED",9135,435,4788.17
"MCOU","NY",143,2037,1,"143203701",2018,1,"CIPROFLOXA",2650,173,276.54
"MCOU","NY",51285,162,88,"51285016288",2018,1,"PBOS (LEVO",302,302,8834.43
"MCOU","NY",43547,354,10,"43547035410",2018,1,"LISINOPRIL",12350,395,839.21
"FFSU","NY",51672,4040,3,"51672404003",2018,1,"ENALAPRIL",13252,239,5605.28
"MCOU","NY",23,5773,30,"23577330",2018,1,"REFRESH OP",1185,37,498.74
"MCOU","NY",62107,30,1,"62107003001",2018,1,"DUCODYL",13486,445,268.01
"MCOU","NY",169,4060,13,"169406013",2018,1,"VICTOZA 6M",87794,9916,7723904.52
